"","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country","Feed_item","codeSPAM","codeBasket_grouped"
"11334","117736",89.97,47.16,70.71,5.52,6.44,90.29,1.4,5.8,66.24,NA,17.9,1.7,NA,NA,NA,54.03,8.08,4.56,2.22,4.9,"Ethiopia","Natural pasture",NA,NA
"11335","117742",91.17,44.44,72.61,5.68,4.13,91.27,0.8,5.9,96.08,NA,10.7,1.5,NA,NA,NA,54.26,8.24,4.69,2.34,4.98,"Ethiopia","Natural pasture",NA,NA
"11336","117765",90.23,40.65,68.69,5.7,7,91.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.85,7.66,4.14,1.84,4.6,"Ethiopia","Natural pasture",NA,NA
"11337","117507",94.86,36.22,61.93,4.52,NA,93.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8,9.08,5.48,3.1,5.61,"Ethiopia","Natural pasture",NA,NA
"11338","117840",88.38,37.46,63.02,5.68,7.94,93.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.79,9.2,5.61,3.18,5.65,"Ethiopia","Natural pasture",NA,NA
"11339","117537",92.46,37.61,62.55,4.69,NA,91.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.07,9.62,5.98,3.56,5.98,"Ethiopia","Natural pasture",NA,NA
"11340","117566",88.45,38.08,66.63,3.87,6.94,92.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11341","117737",90.61,47.93,71.42,5.3,5.13,90.93,0.8,5.2,44.37,NA,20.4,2,NA,NA,NA,54.89,8.28,4.73,2.38,5.02,"Ethiopia","Natural pasture",NA,NA
"11342","117743",90.5,45.26,75.56,5.86,3.31,91.91,0.8,6.4,93.81,NA,9.1,1.5,NA,NA,NA,52.85,8.08,4.56,2.22,4.9,"Ethiopia","Natural pasture",NA,NA
"11343","117767",89.29,37.98,65.87,4.59,6.25,91.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.38,8.41,4.85,2.51,5.1,"Ethiopia","Natural pasture",NA,NA
"11344","117508",95.37,38.23,66.44,5.02,NA,93.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.47,8.95,5.36,2.97,5.48,"Ethiopia","Natural pasture",NA,NA
"11345","117841",87.5,34.23,58.58,3.53,8.38,92.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.28,9.75,6.11,3.64,6.07,"Ethiopia","Natural pasture",NA,NA
"11346","117538",92.78,41.72,69.53,4.39,NA,93.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.61,9.92,6.23,3.77,6.19,"Ethiopia","Natural pasture",NA,NA
"11347","117567",88.11,37.2,68.22,3.51,6.63,92.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11348","117738",89.95,42.36,60.94,5.54,7.94,89.29,1.4,5.1,114.62,NA,16.8,2,NA,NA,NA,58.95,8.66,5.1,2.72,5.27,"Ethiopia","Natural pasture",NA,NA
"11349","117744",90.15,43.76,73.57,5.15,4,91.24,0.7,6,201.66,NA,9.3,1.7,NA,NA,NA,53.13,8.08,4.52,2.22,4.9,"Ethiopia","Natural pasture",NA,NA
"11350","117768",88.24,34.67,61.16,3.68,9.06,91.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.47,9.41,5.77,3.35,5.82,"Ethiopia","Natural pasture",NA,NA
"11351","117509",95.16,36.95,64.29,4.26,NA,92.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.24,9.71,6.02,3.6,6.02,"Ethiopia","Natural pasture",NA,NA
"11352","117851",91.24,NA,NA,NA,7.13,92.43,1.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11353","117539",92.94,41.95,69.31,5.65,NA,91.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.21,8.87,5.31,2.93,5.44,"Ethiopia","Natural pasture",NA,NA
"11354","117568",89.28,40.41,67.08,4.04,6.56,91.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11355","117739",88.51,49.29,66.5,6.52,8.69,89.32,2.2,7.2,154.33,NA,28.5,2.1,NA,NA,NA,52.51,7.78,4.27,1.97,4.69,"Ethiopia","Natural pasture",NA,NA
"11356","117751",89.23,37.25,64.43,3.43,5.13,89.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.92,9.75,6.07,3.64,6.07,"Ethiopia","Natural pasture",NA,NA
"11357","117769",89.05,38.5,63.68,5.08,8,93.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11358","117510",94.98,39.1,65.76,5.15,NA,93.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.66,9.46,5.82,3.39,5.86,"Ethiopia","Natural pasture",NA,NA
"11359","117852",90.68,47.01,79.2,5.36,2.88,93.43,1,6.4,40.36,NA,8.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11360","117540",89.19,41.02,71.34,4.83,7.13,93.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11361","117569",87.78,43.23,NA,5.54,6.69,94.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11362","117740",90.9,45.62,74.73,5.28,4.69,91.74,0.6,5.4,82.67,NA,9.2,1.4,NA,NA,NA,51.57,7.91,4.39,2.05,4.77,"Ethiopia","Natural pasture",NA,NA
"11363","117752",88.75,38.24,69.28,3.73,5.44,89.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.77,9.29,5.65,3.26,5.73,"Ethiopia","Natural pasture",NA,NA
"11364","117770",88.38,36.31,63.69,4.12,5.38,89.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.02,8.66,5.1,2.72,5.31,"Ethiopia","Natural pasture",NA,NA
"11365","117511",95.34,41.26,64.08,5.04,NA,92.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,9.37,5.73,3.35,5.82,"Ethiopia","Natural pasture",NA,NA
"11366","117853",88.52,43.67,73.32,6.31,4.63,90.99,1.4,6.9,245.82,NA,15.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11367","117541",88.71,32.91,58.18,3.78,6.5,88.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11368","117570",87.88,39.12,68.87,3.76,7.13,93.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11369","117753",89.62,34.27,65.38,2.83,7.44,90.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.42,10.08,6.4,3.89,6.32,"Ethiopia","Natural pasture",NA,NA
"11370","117771",88.36,38.17,65.83,4.72,5,90.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.97,8.62,5.06,2.68,5.27,"Ethiopia","Natural pasture",NA,NA
"11371","117512",95.38,36.68,65.99,4.04,NA,91.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.89,9.67,6.02,3.56,5.98,"Ethiopia","Natural pasture",NA,NA
"11372","117854",90.71,46.83,77.92,5.35,3.81,93.06,1.2,5,71.44,NA,8.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11373","117542",88.98,41.47,63.77,7.02,6.06,90.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11374","117571",87.51,40.16,70.99,4.69,6.38,91.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11375","117754",90.05,36.24,68.09,3.13,5.56,92.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.41,9.75,6.07,3.64,6.07,"Ethiopia","Natural pasture",NA,NA
"11376","117772",88.14,39.68,66.05,4.94,5.19,89.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.01,8.33,4.77,2.43,5.06,"Ethiopia","Natural pasture",NA,NA
"11377","117513",95.23,40.47,66.09,5.28,NA,92.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.01,9.37,5.77,3.35,5.82,"Ethiopia","Natural pasture",NA,NA
"11378","117855",89.9,42.3,70.65,5.57,5.06,90.71,1.6,8.2,81.31,NA,10,2.2,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11379","117543",88.54,39.7,62.46,5.47,8.81,91.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11380","117572",87.69,41.28,69.31,4.84,5.25,90.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11381","117756",89.23,36.99,64.43,3.08,5.81,93.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7,8.95,5.36,2.97,5.48,"Ethiopia","Natural pasture",NA,NA
"11382","117773",88.25,37.19,60.36,4.44,7.06,90.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.35,9.12,5.52,3.1,5.61,"Ethiopia","Natural pasture",NA,NA
"11383","117514",98.38,39.4,64.99,4.73,NA,94.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.94,9.62,5.98,3.51,5.98,"Ethiopia","Natural pasture",NA,NA
"11384","117856",89.01,44.78,75.36,6.33,4.13,91.98,1.3,4.9,647.46,NA,14.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11385","117544",88.41,46.19,73.8,5.96,8.06,92.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11386","117573",88.5,38.67,68.56,4.29,5.5,91.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11387","117757",87.51,33.79,64,2.8,7.06,90.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,9.79,6.15,3.68,6.11,"Ethiopia","Natural pasture",NA,NA
"11388","117774",89.33,37.3,65.62,3.09,5.13,90.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.77,9.04,5.48,3.05,5.56,"Ethiopia","Natural pasture",NA,NA
"11389","117522",89.81,40.61,61.42,5.79,6.94,89.35,1.4,8,74.08,NA,15.5,2.1,NA,NA,NA,62.09,9.08,5.48,3.1,5.61,"Ethiopia","Natural pasture",NA,NA
"11390","117857",90.74,41.75,71.68,5.65,4.5,91.16,1.4,5.6,393.76,NA,11,2.2,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11391","117545",87.33,41.03,71.8,4.81,5.19,94.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11392","117574",87.89,38.78,64.41,4.38,6.63,91.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11393","117758",88.55,37.32,62.09,5.52,6.5,92.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.61,8.12,4.56,2.26,4.9,"Ethiopia","Natural pasture",NA,NA
"11394","117775",88.33,39.07,67.48,4.63,5,91.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.42,8.83,5.27,2.89,5.44,"Ethiopia","Natural pasture",NA,NA
"11395","117530",93,34.62,59.54,4.82,NA,90.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.92,10.42,6.69,4.14,6.53,"Ethiopia","Natural pasture",NA,NA
"11396","117858",90.81,38.31,73.21,3.71,4,91.59,1.6,4.5,199.98,NA,9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11397","117546",88.16,36.72,58.91,4.83,8.69,91.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11398","117547",87.35,41.72,70.93,4.33,6.06,93.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11399","117575",88.63,37.47,67.58,4.13,4.5,91.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11400","117759",88.75,37.31,59.72,4.87,9.19,92.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.07,9.29,5.65,3.22,5.73,"Ethiopia","Natural pasture",NA,NA
"11401","117833",88.98,37.1,63.26,5.61,7.44,92.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.98,8.83,5.27,2.89,5.4,"Ethiopia","Natural pasture",NA,NA
"11402","117531",92.64,41.73,64.62,6.37,NA,91.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.82,9,5.4,3.01,5.52,"Ethiopia","Natural pasture",NA,NA
"11403","117859",90.17,42.55,72.31,6.43,4.75,90.96,1.5,5.8,382.83,NA,10.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11404","117881",89.89,36.3,65.92,4.36,5.81,92.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11405","117548",87.15,41.69,72.17,4.31,6.63,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11406","117576",87.95,39.51,66.55,5,8.31,90.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11407","117760",88.56,38.35,65.19,4.31,7.5,92.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.59,8.83,5.27,2.89,5.4,"Ethiopia","Natural pasture",NA,NA
"11408","117834",87.31,37.24,63.38,5.36,7.88,92.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.56,8.54,4.98,2.64,5.23,"Ethiopia","Natural pasture",NA,NA
"11409","117532",92.19,40.17,66.74,5.61,NA,92.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.35,9.25,5.61,3.22,5.69,"Ethiopia","Natural pasture",NA,NA
"11410","117882",89.95,35.12,59.93,4.96,7.88,90.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11411","117549",88.84,39.08,70.46,4.64,5.81,91.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11412","117577",88.91,39.46,71.41,5.41,5.38,91.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11413","117761",88.99,37.88,62.7,4.27,8.75,92.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.12,8.62,5.06,2.68,5.27,"Ethiopia","Natural pasture",NA,NA
"11414","117835",88.66,38.69,64.74,4.94,7.25,92.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.33,9.37,5.73,3.31,5.77,"Ethiopia","Natural pasture",NA,NA
"11415","117533",91.73,49.42,72,7.31,NA,93.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.92,9.12,5.52,3.14,5.65,"Ethiopia","Natural pasture",NA,NA
"11416","117883",89.64,33.73,66.89,3.41,6.44,90.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11417","117550",87.64,40.42,71.53,5.23,6.5,93.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11418","117578",86.67,40.11,72.14,4.32,6.5,91.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11419","117762",89.84,35.12,60.88,2.79,9.13,89.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5,9.83,6.15,3.68,6.11,"Ethiopia","Natural pasture",NA,NA
"11420","117836",87.48,38.49,64.8,3.97,8.81,93.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.59,10.17,6.44,3.97,6.36,"Ethiopia","Natural pasture",NA,NA
"11421","117534",92.69,35.48,65.27,4.17,NA,94.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.19,9.83,6.19,3.72,6.11,"Ethiopia","Natural pasture",NA,NA
"11422","117555",90.59,45.8,71.9,5.87,6,91.8,1.5,5.6,202.78,NA,14.7,1.9,NA,NA,NA,52.47,8.03,4.52,2.18,4.85,"Ethiopia","Natural pasture",NA,NA
"11423","117734",90.56,39.1,56.42,4.2,8.06,88.12,1.3,6.8,127.76,NA,20.9,2.1,NA,NA,NA,64.55,9.29,5.65,3.26,5.73,"Ethiopia","Natural pasture",NA,NA
"11424","117763",88,34.86,57.27,3.55,7.75,91.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,9.58,5.94,3.51,5.94,"Ethiopia","Natural pasture",NA,NA
"11425","117838",88.11,35.19,56.54,3.98,6.31,91.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.72,10.21,6.49,3.97,6.36,"Ethiopia","Natural pasture",NA,NA
"11426","117535",92.78,42.14,65.53,5.87,NA,94.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.58,9.04,5.44,3.05,5.56,"Ethiopia","Natural pasture",NA,NA
"11427","116319",92.56,34.64,67.4,3.9,NA,92.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.07,9.96,6.28,3.81,6.19,"Ethiopia","Natural pasture",NA,NA
"11428","117419",95.37,42.15,70.22,6.52,NA,94.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.76,8.49,4.94,2.59,5.19,"Ethiopia","Natural pasture",NA,NA
"11429","117435",94.91,34.17,61.25,3.91,NA,91.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.53,9.2,5.61,3.18,5.69,"Ethiopia","Natural pasture",NA,NA
"11430","116268",92.51,37.26,64.84,4.71,NA,92.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.44,9.92,6.23,3.77,6.19,"Ethiopia","Natural pasture",NA,NA
"11431","117506",95.51,37.86,65.97,4.17,NA,93.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.44,9.12,5.52,3.14,5.65,"Ethiopia","Natural pasture",NA,NA
"11432","116286",93.74,40.83,64.48,4.89,NA,91.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.29,9.37,5.77,3.35,5.82,"Ethiopia","Natural pasture",NA,NA
"11433","116303",93.71,36.34,68.77,3.57,NA,91.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.08,10.21,6.49,4.02,6.4,"Ethiopia","Natural pasture",NA,NA
"11434","116320",91.89,40.08,64.72,5.24,NA,92.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1,9.92,6.23,3.77,6.19,"Ethiopia","Natural pasture",NA,NA
"11435","117420",95.69,33.06,56.01,4.35,NA,90.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.53,10.25,6.57,4.06,6.44,"Ethiopia","Natural pasture",NA,NA
"11436","117436",95.34,36.65,63.34,NA,NA,92.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.58,8.91,5.31,2.93,5.48,"Ethiopia","Natural pasture",NA,NA
"11437","116269",92.58,36.89,68.2,3.49,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.56,10.54,6.82,4.27,6.61,"Ethiopia","Natural pasture",NA,NA
"11438","116287",93.94,38.67,67.74,5.28,NA,93.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.23,8.62,5.06,2.68,5.27,"Ethiopia","Natural pasture",NA,NA
"11439","116304",94.29,34,53.13,4.28,NA,92.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.14,10.29,6.57,4.06,6.44,"Ethiopia","Natural pasture",NA,NA
"11440","116321",91.93,38.72,66.43,3.99,NA,93.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.83,10.21,6.53,4.02,6.4,"Ethiopia","Natural pasture",NA,NA
"11441","117421",95.37,38.2,64.48,6.1,NA,93.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.56,8.91,5.31,2.93,5.48,"Ethiopia","Natural pasture",NA,NA
"11442","117437",94.57,40.04,64.48,6.03,NA,92.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.59,8.16,4.6,2.3,4.94,"Ethiopia","Natural pasture",NA,NA
"11443","116270",92.47,37.78,69.25,5.04,NA,92.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1,9.04,5.44,3.05,5.56,"Ethiopia","Natural pasture",NA,NA
"11444","116288",92.92,30.39,58.62,2.87,NA,91.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.59,10.5,6.74,4.23,6.57,"Ethiopia","Natural pasture",NA,NA
"11445","116305",93.62,38.65,67.35,5.19,NA,93.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.61,9.29,5.69,3.26,5.73,"Ethiopia","Natural pasture",NA,NA
"11446","116322",92.32,36.19,61.91,4.01,NA,90.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.57,9.58,5.94,3.51,5.94,"Ethiopia","Natural pasture",NA,NA
"11447","117422",95.25,37.52,67.53,4.43,NA,94.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.68,9.16,5.56,3.14,5.65,"Ethiopia","Natural pasture",NA,NA
"11448","117438",94.73,38.8,62.93,4.78,NA,90.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.17,9.08,5.48,3.1,5.61,"Ethiopia","Natural pasture",NA,NA
"11449","116271",94.02,35.62,66.89,4.47,NA,91.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.04,9.79,6.11,3.68,6.11,"Ethiopia","Natural pasture",NA,NA
"11450","116289",92.75,38.26,68.26,4.83,NA,92.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.56,9.5,5.86,3.43,5.86,"Ethiopia","Natural pasture",NA,NA
"11451","116306",93.25,39.38,64.17,4.96,NA,91.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4,9.37,5.73,3.31,5.77,"Ethiopia","Natural pasture",NA,NA
"11452","116323",91.99,40.17,62.75,5.03,NA,91.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5,9.54,5.9,3.43,5.9,"Ethiopia","Natural pasture",NA,NA
"11453","117423",95.19,36.3,64.95,4.22,NA,94.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.13,9.5,5.86,3.43,5.86,"Ethiopia","Natural pasture",NA,NA
"11454","117439",94.93,36.25,65.25,4.24,NA,91.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2,9.79,6.15,3.68,6.11,"Ethiopia","Natural pasture",NA,NA
"11455","116273",94.75,36.14,68.19,5.01,NA,92.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7,9.54,5.9,3.47,5.9,"Ethiopia","Natural pasture",NA,NA
"11456","116290",92.99,36.02,66.53,4.36,NA,93.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6,9.33,5.69,3.26,5.77,"Ethiopia","Natural pasture",NA,NA
"11457","116307",92.68,36.31,67.28,5.03,NA,93.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.63,9.58,5.94,3.51,5.94,"Ethiopia","Natural pasture",NA,NA
"11458","116324",92.64,39.22,66.83,3.83,NA,91.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.27,9.54,5.9,3.47,5.9,"Ethiopia","Natural pasture",NA,NA
"11459","117424",95.18,39.22,69.52,4.01,NA,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.49,9.92,6.23,3.77,6.19,"Ethiopia","Natural pasture",NA,NA
"11460","117440",95.32,37.68,60.91,5.02,NA,91.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.59,9.33,5.73,3.31,5.77,"Ethiopia","Natural pasture",NA,NA
"11461","116274",93.78,38.79,67.5,4.02,NA,92.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4,9.71,6.07,3.6,6.02,"Ethiopia","Natural pasture",NA,NA
"11462","116291",92.49,35.42,65.45,4.53,NA,92.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.45,9.75,6.11,3.64,6.07,"Ethiopia","Natural pasture",NA,NA
"11463","116308",92.24,40.2,64.81,6.9,NA,92.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.47,9.29,5.69,3.26,5.73,"Ethiopia","Natural pasture",NA,NA
"11464","116326",92.25,37.5,62.93,3.69,NA,89.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,9.83,6.19,3.72,6.11,"Ethiopia","Natural pasture",NA,NA
"11465","117425",94.11,38,67.04,4.16,NA,94.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.42,9.33,5.69,3.26,5.77,"Ethiopia","Natural pasture",NA,NA
"11466","117441",95.4,NA,65.34,NA,NA,91.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.16,9.62,5.98,3.56,5.98,"Ethiopia","Natural pasture",NA,NA
"11467","116275",92.73,39.02,67.55,4.85,NA,92.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.54,9.58,5.94,3.51,5.94,"Ethiopia","Natural pasture",NA,NA
"11468","116292",92.67,39.1,69.65,5.18,NA,92.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.02,8.58,5.02,2.68,5.23,"Ethiopia","Natural pasture",NA,NA
"11469","116309",92.34,37.54,68.41,5.29,NA,92.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.67,9.46,5.82,3.39,5.86,"Ethiopia","Natural pasture",NA,NA
"11470","116310",91.58,38.52,66.41,4.17,NA,93.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.34,10.54,6.78,4.27,6.61,"Ethiopia","Natural pasture",NA,NA
"11471","116327",92.15,37.99,67.51,3.75,NA,92.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,9.54,5.9,3.47,5.9,"Ethiopia","Natural pasture",NA,NA
"11472","117426",95.15,35.93,64.81,3.27,NA,91.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.44,9.96,6.28,3.81,6.19,"Ethiopia","Natural pasture",NA,NA
"11473","117461",91.55,NA,73.46,NA,6.25,92.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Natural pasture",NA,NA
"11474","116276",92.63,37.96,68.08,4.66,NA,93.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.25,9.29,5.69,3.26,5.73,"Ethiopia","Natural pasture",NA,NA
"11475","116293",93.94,36.36,64.81,4.74,NA,91.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5,10.08,6.4,3.89,6.28,"Ethiopia","Natural pasture",NA,NA
